,word,len,freq,avg
15313,shamans,7,1,1.0
15314,falkenfelsen,12,1,0.0
15315,harrisville,11,1,1.0
15316,monadnock,9,1,0.0
15317,benefactor,10,3,0.0
15318,fisk,4,3,0.0
15319,makerere,8,2,1.0
15320,yarrh,5,1,0.4
15321,yharr,5,1,0.4
15322,apprentice,10,4,0.0
15323,orsa,4,4,0.5
15324,dalarna,7,5,0.0
15325,referencing,11,1,0.0
15326,relevant,8,3,0.0
15327,sedimentary,11,6,0.0
15328,saturated,9,3,0.0
15329,seawater,8,1,0.0
15330,minerals,8,14,0.0
15331,dissolve,8,4,0.0
15332,precipitate,11,1,0.0
15333,responses,9,2,0.0
15334,scripts,7,3,0.0
15335,simulation,10,3,0.0
15336,rogerian,8,1,1.0
15337,psychotherapist,15,2,0.0
15338,scania,6,1,0.0
15339,olympiad,8,10,0.0
15340,abyss,5,3,0.0
15341,satan,5,3,0.4000000000000001
15342,gog,3,1,0.0
15343,magog,5,1,1.0
15344,bells,5,5,0.0
15345,wivenhoe,8,1,0.0
15346,wyverns,7,1,0.0
15347,worshipful,10,1,0.0
15348,haberdashers,12,1,1.0
15349,livery,6,4,0.0
15350,searle,6,1,0.5
15351,jamesport,9,1,1.0
15352,yorke,5,2,0.0
15353,eraser,6,1,1.0
15354,theories,8,5,0.0
15355,rotating,8,5,0.0
15356,armature,8,4,0.0
15357,windings,8,2,0.0
15358,kruger,6,4,0.0
15359,alagna,6,1,0.5
15360,busking,7,1,0.0
15361,cabarets,8,1,0.625
15362,tips,4,5,0.0
15363,castellanos,11,3,0.0
15364,oversaw,7,1,0.0
15365,unah,4,2,0.0
15366,invested,8,3,0.0
15367,koulikoro,9,1,0.0
15368,kolokani,8,1,1.0
15369,banamba,7,1,1.0
15370,diola,5,1,1.0
15371,kalabancoro,11,1,1.0
15372,muon,4,4,0.0
15373,lepton,6,3,0.0
15374,pion,4,2,0.5
15375,huxtable,8,1,0.0
15376,middleclass,11,3,0.0
15377,shoeless,8,1,1.0
15378,turtle,6,15,0.0
15379,doves,5,1,0.0
15380,gift,4,4,0.0
15381,preston,7,7,0.0
15382,famously,8,7,0.0
15383,redheaded,9,1,1.0
15384,beauty,6,18,0.0
15385,passionate,10,2,1.0
15386,sensible,8,1,0.0
15387,heroines,8,1,0.0
15388,adventure,9,16,0.0
15389,jallianwala,11,1,0.0
15390,bagh,4,5,0.0
15391,massacre,8,13,0.0
15392,consider,8,16,0.0
15393,zidane,6,3,0.0
15394,ineligible,10,4,0.0
15395,algerian,8,2,0.0
15396,goldie,6,2,0.0
15397,hawn,4,1,0.0
15398,hauenstein,10,1,0.0
15399,waiting,7,10,0.0
15400,christiansen,12,2,0.0
15401,garvin,6,1,0.3333333333333333
15402,submitted,9,10,0.0
15403,depicting,9,7,0.0
15404,anglican,8,17,0.0
15405,comprise,8,7,0.0
15406,sassanid,8,2,0.0
15407,wehrd,5,1,0.0
15408,weipa,5,2,0.0
15409,prologue,8,5,0.0
15410,holocaust,9,4,0.0
15411,colebrooke,10,1,1.0
15412,prakrit,7,1,1.0
15413,maithili,8,3,0.0
15414,strata,6,3,0.6666666666666666
15415,widespread,10,29,0.0
15416,correlatable,12,1,1.0
15417,ebba,4,2,0.75
15418,greatgranddaughter,18,2,0.0
15419,sydow,5,1,0.0
15420,fortyminute,11,2,0.0
15421,finale,6,12,0.0
15422,koreans,7,2,0.0
15423,bight,5,3,0.0
15424,poitier,7,3,0.0
15425,inflammation,12,4,0.0
15426,syncytial,9,1,0.0
15427,ancestor,8,10,0.0
15428,sessions,8,7,0.0
15429,euphoria,8,1,0.0
15430,fleischman,10,1,0.0
15431,elevator,8,3,0.0
15432,kone,4,2,0.5
15433,monospace,9,1,1.0
15434,aracataca,9,1,0.0
15435,cataca,6,1,1.0
15436,magdalena,9,6,0.0
15437,smothers,8,4,0.0
15438,pow,3,3,0.0
15439,cookie,6,3,0.0
15440,woollahra,9,1,1.0
15441,humanities,10,6,0.0
15442,mcdougall,9,1,0.0
15443,secretion,9,2,0.0
15444,pyrogenic,9,1,0.0
15445,exotoxins,9,1,0.0
15446,infecting,9,1,0.0
15447,spawned,7,11,0.0
15448,hurricanerelated,16,1,1.0
15449,circulation,11,28,0.0
15450,poanes,6,1,1.0
15451,skippers,8,1,1.0
15452,hesperiidae,11,1,1.0
15453,strauss,7,10,0.0
15454,baudelaires,11,1,1.0
15455,cn,2,2,1.0
15456,minus,5,1,0.0
15457,neighbour,9,5,0.0
15458,kuopio,6,3,0.0
15459,lapinlahti,10,1,1.0
15460,mangalore,9,7,0.0
15461,dakshina,8,2,0.0
15462,telecom,7,3,0.0
15463,karnataka,9,16,0.0
15464,seine,5,3,0.0
15465,hotan,5,1,1.0
15466,parishes,8,15,0.0
15467,baluchistan,11,1,0.0
15468,jerboa,6,2,1.0
15469,salpingotulus,13,1,0.0
15470,dipodidae,9,1,1.0
15471,scotsman,8,1,0.0
15472,debuts,6,4,0.0
15473,lionel,6,9,0.6666666666666666
15474,hutz,4,2,1.0
15475,pioneered,9,7,0.0
15476,shortstops,10,2,0.0
15477,heel,4,3,0.0
15478,achilles,8,7,0.0
15479,tendon,6,1,0.3333333333333333
15480,meredith,8,3,0.0
15481,monday,6,16,0.0
15482,visually,8,4,0.0
15483,emphasized,10,2,0.0
15484,allround,8,2,0.0
15485,racer,5,5,0.0
15486,handling,8,4,0.0
15487,nascar,6,21,0.0
15488,stepson,7,2,0.0
15489,opistoglyphous,14,1,1.0
15490,rearfanged,10,1,1.0
15491,growers,7,2,0.0
15492,lawn,4,6,0.0
15493,portauprince,12,1,0.0
15494,foodprocessing,14,1,0.0
15495,soap,4,19,0.0
15496,cement,6,6,0.0
15497,bale,4,7,0.5
15498,reprising,9,2,0.0
15499,batmanbruce,11,1,1.0
15500,ledger,6,3,0.0
15501,aaron,5,7,0.0
15502,eckhart,7,2,0.0
15503,denttwoface,11,1,1.0
15504,morrison,8,11,0.0
15505,miz,3,7,0.0
15506,interference,12,6,0.0
15507,engaged,7,17,0.0
15508,trench,6,12,0.0
15509,unglaciated,11,1,1.0
15510,projects,8,19,0.0
15511,bering,6,7,0.0
15512,kotzebue,8,4,0.0
15513,almeida,7,2,0.0
15514,presidente,10,2,0.0
15515,bernardes,9,1,1.0
15516,departed,8,14,0.0
15517,felix,5,7,0.0
15518,godson,6,1,0.0
15519,tapings,7,2,0.0
15520,roode,5,2,0.4
15521,angels,6,10,0.0
15522,declaration,11,21,0.0
15523,heliocheilus,12,1,1.0
15524,regent,6,10,0.0
15525,mafic,5,1,0.0
15526,sima,4,3,0.5
15527,desk,4,2,0.0
15528,recipient,9,9,0.0
15529,likelihood,10,1,0.0
15530,hazard,6,6,0.0
15531,damascus,8,6,0.0
15532,inscribed,9,8,0.0
15533,papahnaumokukea,15,1,1.0
15534,androgen,8,1,0.0
15535,receptor,8,5,0.0
15536,ingalls,7,2,0.0
15537,wilder,6,5,0.0
15538,onehour,7,4,0.0
15539,looks,5,3,0.0
15540,makati,6,3,0.0
15541,gatherings,10,2,0.0
15542,nero,4,10,0.5
15543,parthian,8,1,0.0
15544,devout,6,3,0.0
15545,yew,3,4,0.0
15546,bal,3,2,0.6666666666666666
15547,masked,6,3,0.0
15548,mirrors,7,5,0.0
15549,versailles,10,6,0.0
15550,dominated,9,24,0.0
15551,bombing,7,15,0.0
15552,irancontra,10,2,0.0
15553,affair,6,6,0.0
15554,talents,7,4,0.0
15555,patuakhali,10,1,0.0
15556,cocacola,8,5,0.0
15557,bpd,3,1,0.0
15558,disorders,9,7,0.0
15559,mood,4,4,0.5
15560,anxiety,7,1,0.0
15561,posttraumatic,13,1,0.0
15562,eritrea,7,7,0.0
15563,broadsheet,10,5,0.0
15564,melanesian,10,2,0.0
15565,papuans,7,1,1.0
15566,samul,5,4,0.6
15567,nori,4,4,1.0
15568,interestingly,13,1,0.0
15569,antibodies,10,6,0.0
15570,genesis,7,6,0.0
15571,inundated,9,4,0.0
15572,mortal,6,6,0.0
15573,kombat,6,5,0.0
15574,herb,4,6,0.0
15575,elmer,5,5,0.0
15576,lach,4,3,0.0
15577,countrymen,10,2,0.0
15578,migrated,8,7,0.0
15579,patass,6,1,0.6666666666666666
15580,goumba,6,1,1.0
15581,wba,3,3,0.0
15582,description,11,5,0.0
15583,gazette,7,4,0.0
15584,munequito,9,1,1.0
15585,trapo,5,1,0.4
15586,visiting,8,14,0.0
15587,hygiene,7,1,0.0
15588,treaties,8,2,0.0
15589,ojibwa,6,2,0.0
15590,allowed,7,31,0.0
15591,gilles,6,3,0.0
15592,duceppe,7,2,0.0
15593,pq,2,3,0.0
15594,shinshky,8,1,0.0
15595,tokuharu,8,1,0.0
15596,miki,4,2,0.0
15597,ungood,6,1,0.6666666666666666
15598,garr,4,1,1.0
15599,dustin,6,4,0.6666666666666666
15600,hoffman,7,6,0.0
15601,tootsie,7,2,0.0
15602,agility,7,1,0.0
15603,paleobathymetry,15,1,1.0
15604,depths,6,3,0.0
15605,willetts,8,1,1.0
15606,havant,6,1,0.0
15607,butson,6,1,1.0
15608,superseded,10,6,0.0
15609,thurman,7,1,0.0
15610,pollution,9,4,0.0
15611,akron,5,5,0.0
15612,wick,4,2,0.0
15613,joints,6,5,0.0
15614,ulna,4,3,0.5
15615,forearm,7,8,0.0
15616,lighthouse,10,8,0.0
15617,antimony,8,17,0.0
15618,excreted,8,2,0.0
15619,urine,5,9,0.0
15620,purported,9,1,0.0
15621,psychics,8,1,1.0
15622,mediums,7,2,0.8571428571428571
15623,manipulate,10,3,0.0
15624,audiences,9,11,0.0
15625,surfaces,8,7,0.0
15626,pull,4,8,0.0
15627,discussing,10,4,0.0
15628,jure,4,6,0.0
15629,designates,10,4,0.0
15630,happens,7,3,0.0
15631,lasallian,9,1,1.0
15632,showrunner,10,1,0.0
15633,raron,5,3,0.0
15634,indicating,10,6,0.0
15635,hiring,6,1,0.0
15636,spokane,7,6,0.0
15637,vesuvius,8,2,0.0
15638,herculaneum,11,1,1.0
15639,ercolano,8,1,1.0
15640,pyroclastic,11,2,0.0
15641,aptdc,5,1,1.0
15642,kohinoor,8,1,1.0
15643,koller,6,1,0.0
15644,bochum,6,1,0.0
15645,jacka,5,1,0.0
15646,beats,5,1,0.0
15647,penza,5,1,0.0
15648,kiev,4,11,0.0
15649,dmitry,6,4,0.0
15650,kardovsky,9,1,1.0
15651,willy,5,3,0.0
15652,vandersteen,11,1,0.0
15653,lahaye,6,1,1.0
15654,ipatinga,8,1,1.0
15655,postal,6,11,0.0
15656,averaged,8,10,0.0
15657,informed,8,10,0.0
15658,crimea,6,6,0.8333333333333334
15659,papers,6,9,0.0
15660,hoboken,7,3,0.0
15661,swing,5,9,0.39999999999999997
15662,paraso,6,1,0.0
15663,barbosa,7,2,0.0
15664,santinha,8,1,1.0
15665,decreases,9,6,0.0
15666,deceleration,12,2,0.0
15667,flevoland,9,3,0.0
15668,stella,6,4,0.0
15669,petition,8,4,0.0
15670,lacked,6,4,0.0
15671,migrates,8,3,0.5
15672,cochlea,7,1,0.0
15673,ear,3,9,0.6666666666666666
15674,morphology,10,5,0.0
15675,echolocate,10,1,1.0
15676,hejduk,6,2,0.0
15677,pardubice,9,3,0.0
15678,racking,7,1,0.0
15679,extraliga,9,8,0.0
15680,adekunle,8,1,1.0
15681,kaduna,6,3,0.3333333333333333
15682,belarusian,10,7,0.0
15683,shampain,8,1,1.0
15684,underperforming,15,1,1.0
15685,preceding,9,7,0.0
15686,operators,9,2,0.0
15687,comte,5,3,0.4000000000000001
15688,duc,3,2,0.6666666666666666
15689,wichita,7,21,0.0
15690,syracuse,8,8,0.0
15691,depolarization,14,1,0.0
15692,coupled,7,5,0.0
15693,calciummediated,15,1,1.0
15694,contraction,11,1,0.0
15695,sliding,7,3,0.0
15696,filament,8,2,0.0
15697,morgantown,10,1,0.0
15698,hancock,7,7,0.0
15699,paulmile,8,1,1.0
15700,borduas,7,1,1.0
15701,cycling,7,10,0.0
15702,testing,7,12,0.28571428571428564
15703,betamethasone,13,1,0.0
15704,nouma,5,1,0.0
15705,caledonia,9,6,0.0
15706,bake,4,1,0.5
15707,timmendequas,12,1,1.0
15708,lured,5,1,0.4
15709,kanka,5,2,1.0
15710,raped,5,8,0.7999999999999999
15711,ritsury,7,2,1.0
15712,tsushima,8,3,0.0
15713,jolly,5,1,0.0
15714,opry,4,2,0.0
15715,guerrilla,9,2,0.0
15716,che,3,3,0.6666666666666666
15717,guevara,7,1,0.0
15718,biopic,6,4,0.0
15719,branded,7,3,0.0
15720,metrorail,9,1,1.0
15721,rapid,5,26,0.0
15722,phosphate,9,6,0.0
15723,exporters,9,3,0.0
15724,overground,10,4,0.0
15725,mounts,6,1,0.0
15726,carruthers,10,2,0.0
15727,tectonic,8,1,0.0
15728,subduction,10,1,0.0
15729,orogenic,8,1,0.0
15730,erupted,7,5,0.0
15731,commercials,11,6,0.0
15732,lankan,6,14,0.0
15733,vijaya,6,1,0.0
15734,kumaratunga,11,1,0.0
15735,kumaranatunga,13,1,0.0
15736,semiprofessional,16,6,0.0
15737,barrowinfurness,15,1,0.0
15738,militia,7,4,0.0
15739,chaplain,8,1,0.0
15740,gibbon,6,1,0.0
15741,cr,2,1,1.0
15742,vanadium,8,1,0.0
15743,dfb,3,2,0.0
15744,zebras,6,3,1.0
15745,unopposed,9,7,0.0
15746,tambon,6,1,0.0
15747,muban,5,1,1.0
15748,intercity,9,4,0.0
15749,debuting,8,8,0.0
15750,franklin,8,39,0.0
15751,murphy,6,13,0.0
15752,christened,10,2,0.0
15753,birchall,8,1,0.0
15754,vale,4,4,0.5
15755,handhelds,9,1,0.0
15756,sims,4,13,0.5
15757,akhtarabad,10,1,1.0
15758,okara,5,2,0.0
15759,sd,2,4,1.0
15760,kevin,5,21,0.0
15761,hooks,5,3,0.0
15762,qualles,7,1,0.0
15763,lindsey,7,7,0.0
15764,haun,4,3,1.0
15765,fairs,5,1,0.0
15766,bugg,4,1,0.0
15767,nominees,8,2,0.0
15768,brit,4,7,0.0
15769,listeners,9,1,0.0
15770,metals,6,18,0.0
15771,triangular,10,10,0.0
15772,blueberry,9,2,0.0
15773,pest,4,3,1.0
15774,soilborne,9,1,1.0
15775,pathogens,9,2,0.0
15776,meloidogyne,11,1,1.0
15777,incognita,9,1,1.0
15778,helicotylenchus,15,1,1.0
15779,dihystera,9,1,1.0
15780,vratislav,9,1,1.0
15781,brabenec,8,1,1.0
15782,vocational,10,2,0.0
15783,combine,7,4,0.0
15784,variegated,10,3,0.0
15785,fritillary,10,5,0.0
15786,nectar,6,7,0.0
15787,eligibility,11,6,0.0
15788,theft,5,8,0.0
15789,packaged,8,2,0.0
15790,ballintubber,12,1,1.0
15791,recognizable,12,5,0.0
15792,monomers,8,1,0.0
15793,proteins,8,21,0.0
15794,peabody,7,3,0.0
15795,sturdier,8,1,1.0
15796,longstemmed,11,1,1.0
15797,sosso,5,1,0.0
15798,sundiata,8,1,0.0
15799,ingle,5,2,0.8
15800,grazier,7,1,0.0
15801,agron,5,1,0.8
15802,socred,6,1,0.3333333333333333
15803,whistler,8,5,0.0
15804,afghanis,8,1,1.0
15805,muscogee,8,3,0.0
15806,troup,5,2,0.4
15807,coweta,6,2,0.0
15808,ceded,5,6,0.0
15809,strongest,9,19,0.0
15810,circumference,13,6,0.0
15811,spiteful,8,1,0.0
15812,meanspirited,12,1,0.0
15813,wardrobe,8,8,0.0
15814,mcnair,6,8,0.0
15815,sixyear,7,6,0.0
15816,juninho,7,3,1.0
15817,pernambucano,12,1,1.0
15818,couchiching,11,1,0.0
15819,operational,11,10,0.0
15820,habitation,10,1,0.0
15821,recordsized,11,1,1.0
15822,bustard,7,1,0.0
15823,weighed,7,6,0.0
15824,midtolate,9,4,0.0
15825,dancepop,8,3,0.0
15826,rihanna,7,8,0.0
15827,kesha,5,1,0.8
15828,katy,4,2,0.0
15829,gless,5,1,1.0
15830,chicks,6,4,0.0
15831,meat,4,25,0.5
15832,dinos,5,3,0.0
15833,tram,4,11,0.0
15834,highestcharting,15,2,0.0
15835,jushin,6,1,1.0
15836,liger,5,1,0.0
15837,describing,10,7,0.0
15838,woodworking,11,2,0.0
15839,ljungby,7,8,1.0
15840,estimate,8,10,0.0
15841,mugen,5,1,0.0
15842,civic,5,13,0.0
15843,rr,2,2,0.0
15844,jang,4,2,0.0
15845,beomjune,8,1,1.0
15846,hangul,6,4,0.0
15847,hyungtae,8,1,1.0
15848,bradley,7,6,0.0
15849,telecommunication,17,2,0.0
15850,flexible,8,3,0.0
15851,yaks,4,3,0.0
15852,sotheby,7,1,0.0
15853,euros,5,1,0.0
15854,needing,7,6,0.0
15855,researched,10,2,0.0
15856,institutes,10,2,0.0
15857,presentation,12,6,0.0
15858,troyes,6,2,0.6666666666666666
15859,acknowledged,12,4,0.0
15860,fischerdieskau,14,2,0.0
15861,rebirths,8,1,1.0
15862,theatrically,12,3,0.0
15863,tiny,4,8,0.0
15864,flageolets,10,1,0.0
15865,finger,6,10,0.0
15866,thumb,5,9,0.0
15867,toussaint,9,3,1.0
15868,netflix,7,6,0.0
15869,comedydrama,11,13,0.0
15870,ique,4,1,0.5
15871,disparate,9,1,0.4444444444444444
15872,rift,4,5,0.0
15873,floyd,5,17,0.0
15874,mayweather,10,3,0.0
15875,dallasfort,10,5,0.0
15876,wortharlington,14,1,0.0
15877,tarrant,7,4,0.0
15878,wilsonville,11,1,1.0
15879,indigofera,10,1,0.0
15880,flowering,9,17,0.0
15881,fabaceae,8,1,0.0
15882,elephas,7,1,0.0
15883,maximus,7,3,0.0
15884,wharton,7,3,0.0
15885,insinuate,9,1,1.0
15886,unfaithful,10,4,0.0
15887,ultra,5,6,0.0
15888,resided,7,13,0.0
15889,cso,3,1,0.0
15890,organist,8,6,0.0
15891,deposit,7,8,0.0
15892,rented,6,2,0.5
15893,item,4,8,0.75
15894,ultimate,8,10,0.0
15895,unreleased,10,2,0.0
15896,walla,5,4,0.0
15897,palouse,7,1,0.0
15898,tuscan,6,4,0.0
15899,dialetto,8,1,1.0
15900,toscano,7,1,1.0
15901,connective,10,2,0.0
15902,abundant,8,17,0.0
15903,wholebody,9,1,0.0
15904,loaned,6,3,0.0
15905,juventus,8,10,0.0
15906,tokubetsu,9,1,1.0
15907,kgeki,5,1,1.0
15908,nevertheless,12,10,0.0
15909,paya,4,2,1.0
15910,revered,7,6,0.0
15911,rutgers,7,4,0.0
15912,hometowns,9,1,1.0
15913,brunswickpiscataway,19,1,1.0
15914,newark,6,8,0.0
15915,horsecar,8,2,1.0
15916,nome,4,3,0.5
15917,reputation,10,14,0.0
15918,boxer,5,19,0.0
15919,negatives,9,1,0.0
15920,outcomes,8,5,0.0
15921,maiden,6,12,0.6666666666666666
15922,stratojet,9,1,0.0
15923,sergeant,8,6,0.0
15924,miner,5,9,0.0
15925,acdc,4,4,0.0
15926,ballbreaker,11,1,1.0
15927,heartbreakers,13,3,0.0
15928,taupe,5,1,1.0
15929,lola,4,3,0.0
15930,idolizes,8,1,1.0
15931,wolff,5,1,0.0
15932,garcia,6,5,0.0
15933,venous,6,2,0.0
15934,breathed,8,2,1.0
15935,somernites,10,1,1.0
15936,monthly,7,14,0.0
15937,logtalk,7,1,1.0
15938,objectoriented,14,2,0.0
15939,prolog,6,2,0.0
15940,implementations,15,1,0.0
15941,backend,7,1,0.0
15942,compiler,8,1,0.0
15943,cooled,6,2,0.0
15944,reactors,8,6,0.0
15945,gaur,4,1,0.0
15946,jurassic,8,7,0.0
15947,flew,4,23,0.0
15948,turpan,6,1,1.0
15949,turfan,6,1,1.0
15950,tulufan,7,1,1.0
15951,prefecturelevel,15,6,0.0
15952,rianz,5,2,1.0
15953,carnotaurus,11,1,0.0
15954,cadence,7,1,0.0
15955,rolled,6,13,0.0
15956,britishcanadian,15,1,1.0
15957,thriller,8,13,0.0
15958,egoyan,6,1,0.0
15959,headstreams,11,1,1.0
15960,alaknanda,9,1,1.0
15961,dhauliganga,11,1,1.0
15962,nandakini,9,1,1.0
15963,pindar,6,1,1.0
15964,mandakini,9,1,1.0
15965,bhagirathi,10,1,1.0
15966,groundbreaking,14,3,0.0
15967,deconstructivist,16,1,1.0
15968,lauded,6,4,0.0
15969,bilodeau,8,3,0.0
15970,kyle,4,6,0.0
15971,xy,2,3,0.0
15972,fitch,5,2,0.0
15973,mcnamara,8,3,0.0
15974,craig,5,7,0.0
15975,sweetheart,10,3,0.0
15976,container,9,8,0.0
15977,boogie,6,2,0.0
15978,nights,6,9,0.8333333333333333
15979,rainforest,10,5,0.0
15980,temperate,9,6,0.0
15981,account,7,17,0.0
15982,moreland,8,1,0.0
15983,chas,4,1,0.5
15984,synthesizers,12,1,0.0
15985,karla,5,1,0.4
15986,kick,4,8,0.0
15987,holloway,8,4,0.0
15988,woodhenge,9,1,0.0
15989,aerial,6,7,0.0
15990,insall,6,1,1.0
15991,vc,2,2,0.0
15992,ho,2,20,0.0
15993,buckley,7,6,0.0
15994,fitting,7,2,1.0
15995,flightless,10,2,0.0
15996,ushicon,7,1,0.2857142857142857
15997,turney,6,3,0.6666666666666666
15998,cosplaying,10,2,0.0
15999,font,4,2,0.0
16000,wicket,6,3,0.0
16001,evangelist,10,5,0.0
16002,directs,7,3,0.5714285714285714
16003,shining,7,3,0.0
16004,addicted,8,3,1.0
16005,phones,6,8,0.0
16006,traits,6,5,0.6666666666666666
16007,addictive,9,2,0.0
16008,ponce,5,5,0.0
16009,moody,5,9,0.0
16010,enveloping,10,1,0.0
16011,burrard,7,1,0.0
16012,inlet,5,6,0.39999999999999997
16013,ferdinand,9,12,0.0
16014,aragon,6,7,0.0
16015,isabella,8,6,0.0
16016,castile,7,7,0.0
16017,underlies,9,1,0.0
16018,chalice,7,1,0.0
16019,leaked,6,6,0.0
16020,motoko,6,1,0.0
16021,twopage,7,1,1.0
16022,misawa,6,1,0.0
16023,augsburg,8,3,0.0
16024,aachen,6,4,0.0
16025,priestess,9,2,0.0
16026,verdi,5,3,1.0
16027,aida,4,5,0.0
16028,clinch,6,2,0.0
16029,asset,5,1,0.8
16030,nextjet,7,1,1.0
16031,jermaine,8,1,0.0
16032,mufti,5,2,1.0
16033,mohammad,8,6,0.0
16034,sayeed,6,2,0.0
16035,oulu,4,3,0.0
16036,ostrobothnia,12,11,0.0
16037,exposing,8,4,0.0
16038,ultraviolet,11,3,0.0
16039,accompanying,12,10,0.0
16040,omen,4,3,1.0
16041,kite,4,5,0.0
16042,hovered,7,2,0.0
16043,cradle,6,6,0.6666666666666666
16044,brushing,8,1,0.0
16045,wight,5,5,0.0
16046,randonne,8,1,1.0
16047,icj,3,1,0.0
16048,thirdworld,10,1,1.0
16049,fuji,4,6,0.0
16050,cryptography,12,2,0.0
16051,symmetrickey,12,2,1.0
16052,ron,3,11,0.6666666666666667
16053,rivest,6,1,0.0
16054,emilio,6,3,0.0
16055,butragueo,9,1,1.0
16056,mcgann,6,1,1.0
16057,wallonia,8,7,0.0
16058,mannar,6,6,0.0
16059,vegetation,10,10,0.0
16060,contrasting,11,3,0.0
16061,screaming,9,2,0.0
16062,comin,5,1,0.6
16063,sq,2,5,1.0
16064,dixie,5,3,0.0
16065,krona,5,1,0.4
16066,upheld,6,3,0.0
16067,coeternal,9,1,0.6666666666666666
16068,consubstantial,14,1,0.0
16069,hebron,6,1,0.0
16070,carpathians,11,3,0.0
16071,divide,6,7,0.0
16072,abbott,6,8,0.0
16073,mezzosoprano,12,2,0.0
16074,kean,4,3,0.5
16075,epsilon,7,9,0.0
16076,hostile,7,4,0.7142857142857143
16077,romanesque,10,8,0.0
16078,ko,2,1,1.0
16079,oakley,6,3,0.0
16080,rebounds,8,6,0.0
16081,equipped,8,8,0.0
16082,warhead,7,1,0.0
16083,mirv,4,1,1.0
16084,warheads,8,1,0.0
16085,mudie,5,2,0.0
16086,sind,4,3,0.0
16087,arachosia,9,1,1.0
16088,arachosian,10,1,1.0
16089,sawyer,6,3,0.0
16090,greensboro,10,2,0.0
16091,postrevolutionary,17,1,1.0
16092,persimfans,10,1,1.0
16093,chicagoland,11,2,0.0
16094,prodigy,7,3,0.0
16095,presidents,10,19,0.0
16096,alabamaborn,11,1,1.0
16097,tallulah,8,3,0.0
16098,bankhead,8,2,1.0
16099,hornbill,8,2,0.0
16100,bee,3,7,0.0
16101,leduc,5,1,0.8
16102,socotra,7,1,1.0
16103,bicyclus,8,1,1.0
16104,anynana,7,1,1.0
16105,capita,6,19,0.0
16106,orvieto,7,1,0.0
16107,wines,5,7,0.39999999999999997
16108,obtaining,9,4,0.0
16109,explanation,11,5,0.0
16110,theses,6,2,0.5
16111,summoned,8,5,0.0
16112,buddies,7,2,0.0
16113,edouard,7,4,0.2857142857142857
16114,mumtaz,6,1,0.0
16115,mahal,5,3,0.0
16116,loving,6,6,0.0
16117,jahan,5,3,0.0
16118,brighter,8,4,0.0
16119,sirius,6,2,0.0
16120,sassetti,8,1,0.0
16121,allegedly,9,9,0.0
16122,forging,7,2,0.0
16123,invoices,8,1,1.0
16124,think,5,15,0.0
16125,asses,5,1,0.4
16126,compose,7,4,0.0
16127,attendance,10,14,0.0
16128,supposedly,10,4,0.0
16129,compulsory,10,4,0.0
16130,schoolage,9,1,1.0
16131,unsourced,9,1,1.0
16132,bakers,6,1,0.6666666666666666
16133,halfsister,10,7,0.0
16134,woods,5,17,0.0
16135,wokingham,9,3,0.0
16136,roi,3,1,0.6666666666666666
16137,uc,2,8,0.0
16138,borehamwood,11,1,0.0
16139,offenburg,9,1,1.0
16140,fontenayauxroses,16,1,1.0
16141,molar,5,5,0.4
16142,multiplied,10,3,0.0
16143,licence,7,7,0.0
16144,proprietary,11,6,0.0
16145,kingston,8,17,0.0
16146,boroughs,8,8,0.0
16147,peiper,6,2,0.0
16148,glossy,6,2,0.0
16149,watershedding,13,1,0.0
16150,hairs,5,3,0.0
16151,woolly,6,3,0.0
16152,undercoat,9,2,0.0
16153,insulation,10,2,0.0
16154,entrances,9,1,0.0
16155,funnelshaped,12,2,1.0
16156,diameters,9,3,0.0
16157,ants,4,6,1.0
16158,kaliningrad,11,2,0.0
16159,priority,8,3,0.0
16160,australopithecines,18,2,0.0
16161,nissan,6,5,0.0
16162,micra,5,1,0.4
16163,playground,10,2,0.0
16164,playgrounds,11,1,0.0
16165,backyards,9,1,1.0
16166,zevon,5,2,0.0
16167,musicians,9,9,0.0
16168,springsteen,11,4,0.0
16169,kindle,6,4,0.6666666666666666
16170,bezel,5,1,0.0
16171,silvergrey,10,1,0.0
16172,dancers,7,7,0.0
16173,krogerbranded,13,1,1.0
16174,midwestern,10,8,0.0
16175,cnn,3,6,0.0
16176,kin,3,1,0.0
16177,giang,5,1,0.4
16178,thy,3,2,0.0
16179,qung,4,1,0.0
16180,ninh,4,1,0.0
16181,shinsegae,9,2,0.0
16182,discount,8,4,0.0
16183,bol,3,2,0.0
16184,severance,9,1,0.0
16185,detached,8,6,0.0
16186,shiga,5,3,0.0
16187,aage,4,1,1.0
16188,bohr,4,3,0.0
16189,usc,3,4,0.0
16190,macfarlane,10,4,0.0
16191,birch,5,4,0.0
16192,mafeking,8,3,1.0
16193,novra,5,1,1.0
16194,bellsite,8,1,1.0
16195,makeup,6,8,0.0
16196,cliffs,6,3,0.0
16197,spectacular,11,7,0.0
16198,viaducts,8,2,0.0
16199,hey,3,4,0.0
16200,daddy,5,3,0.0
16201,isabel,6,4,0.0
16202,dixon,5,5,0.0
16203,sylvester,9,4,0.0
16204,laflin,6,1,0.3333333333333333
16205,weaver,6,3,0.0
16206,aurora,6,7,0.0
16207,gwillimbury,11,1,0.0
16208,whitchurchstouffville,21,1,1.0
16209,hopes,5,3,0.0
16210,dashed,6,1,0.6666666666666666
16211,postponed,9,5,0.0
16212,trempealeau,11,1,0.0
